Wavenumber,Reflectivity,,,,Wavelength um,Ref decimal,,new column for sorting,Wavelength,ref
1355.769,4.0609,,,,7.37588778,0.040609,,,3.012927568,0.0513011
1357.698,3.93441,,,,7.365408213,0.0393441,,,3.014678772,0.051334
1359.626,3.83167,,,,7.354963792,0.0383167,,,3.016432923,0.0513367
1361.555,3.748,,,,7.344543555,0.03748,,,3.018189117,0.0512681
1363.483,3.65957,,,,7.334158182,0.0365957,,,3.019946444,0.0511933
1365.412,3.55862,,,,7.323796773,0.0355862,,,3.021706732,0.0511427
1367.341,3.47705,,,,7.3134646,0.0347705,,,3.02346816,0.0509102
1369.269,3.41919,,,,7.303166872,0.0341919,,,3.025232557,0.0506721
1371.198,3.36326,,,,7.292892784,0.0336326,,,3.026998099,0.0504645
1373.126,3.2913,,,,7.282652867,0.032913,,,3.02876662,0.0501851
1375.055,3.18934,,,,7.272436375,0.0318934,,,3.03053629,0.0499037
1376.983,3.10744,,,,7.262253782,0.0310744,,,3.032308949,0.0496688
1378.912,3.11812,,,,7.252094405,0.0311812,,,3.034083682,0.0495082
1380.84,3.29058,,,,7.241968657,0.0329058,,,3.035859573,0.049328
1382.769,3.62422,,,,7.231865915,0.0362422,,,3.037638467,0.0491629
1384.698,4.00546,,,,7.221791322,0.0400546,,,3.039418523,0.0490908
1386.626,4.36305,,,,7.21174996,0.0436305,,,3.041201591,0.0490866
1388.555,4.65624,,,,7.201731296,0.0465624,,,3.042985826,0.0491096
1390.483,4.88846,,,,7.191745602,0.0488846,,,3.044773084,0.0491431
1392.412,5.11721,,,,7.181782403,0.0511721,,,3.046561514,0.0491443
1394.34,5.346,,,,7.171851916,0.05346,,,3.048352975,0.0492383
1396.269,5.51635,,,,7.161943723,0.0551635,,,3.050146544,0.0494388
1398.197,5.64247,,,,7.152067985,0.0564247,,,3.051941294,0.0496219
1400.126,5.72805,,,,7.142214344,0.0572805,,,3.053738157,0.0498182
1402.054,5.76765,,,,7.132392904,0.0576765,,,3.055538071,0.0500653
1403.983,5.79452,,,,7.122593365,0.0579452,,,3.057340108,0.0503286
1405.911,5.77735,,,,7.112825776,0.0577735,,,3.059143336,0.050558
1407.84,5.70018,,,,7.103079895,0.0570018,,,3.060949629,0.050681
1409.769,5.59711,,,,7.093360685,0.0559711,,,3.062757118,0.0507909
1411.697,5.46643,,,,7.083673054,0.0546643,,,3.064567683,0.0509646
1413.626,5.31069,,,,7.074006845,0.0531069,,,3.066379449,0.0511456
1415.554,5.14083,,,,7.06437197,0.0514083,,,3.0681943,0.0513028
1417.483,4.98502,,,,7.054758329,0.0498502,,,3.070010358,0.051378
1419.411,4.79591,,,,7.045175781,0.0479591,,,3.071829511,0.0513244
1421.34,4.54622,,,,7.035614279,0.0454622,,,3.073650821,0.0512227
1423.268,4.33339,,,,7.026083633,0.0433339,,,3.075473346,0.051134
1425.197,4.1448,,,,7.016573849,0.041448,,,3.077298981,0.0509948
1427.125,3.97024,,,,7.007094683,0.0397024,,,3.079125836,0.0507253
1429.054,3.82451,,,,6.997636198,0.0382451,,,3.080955811,0.05045
1430.983,3.69219,,,,6.988203214,0.0369219,,,3.082787012,0.0501643
1432.911,3.58804,,,,6.978800498,0.0358804,,,3.084621343,0.0498665
1434.84,3.54623,,,,6.969418193,0.0354623,,,3.086456905,0.0495936
1436.768,3.55038,,,,6.960065926,0.0355038,,,3.088295607,0.0493363
1438.697,3.52928,,,,6.950733893,0.0352928,,,3.090135546,0.0491224
1440.625,3.52561,,,,6.94143167,0.0352561,,,3.091978634,0.0488777
1442.554,3.54733,,,,6.932149507,0.0354733,,,3.093823923,0.0486891
1444.482,3.57308,,,,6.922896928,0.0357308,,,3.095670457,0.0485524
1446.411,3.59032,,,,6.913664235,0.0359032,,,3.097520156,0.048331
1448.34,3.58188,,,,6.904456136,0.0358188,,,3.099371107,0.0481649
1450.268,3.53944,,,,6.895277287,0.0353944,,,3.101225232,0.048176
1452.197,3.4845,,,,6.886118068,0.034845,,,3.103080614,0.0482638
1454.125,3.44682,,,,6.876987879,0.0344682,,,3.104939182,0.0483179
1456.054,3.46703,,,,6.867877153,0.0346703,,,3.106799012,0.0484629
1457.982,3.4533,,,,6.858795239,0.034533,,,3.108662038,0.0486065
1459.911,3.40827,,,,6.849732621,0.0340827,,,3.1105273,0.0487315
1461.839,3.32774,,,,6.8406986,0.0332774,,,3.112393832,0.0489049
1463.768,3.17419,,,,6.831683709,0.0317419,,,3.114263576,0.0491546
1465.697,3.04808,,,,6.822692548,0.0304808,,,3.116134597,0.0493872
1467.625,2.99552,,,,6.813729665,0.0299552,,,3.11800884,0.0495509
1469.554,3.0112,,,,6.80478567,0.030112,,,3.119884365,0.0496837
1471.482,3.0122,,,,6.795869742,0.030122,,,3.121763122,0.049835
1473.411,2.80947,,,,6.786972542,0.0280947,,,3.123643167,0.0500319
1475.339,2.70874,,,,6.778103202,0.0270874,,,3.125526456,0.0501258
1477.268,2.86116,,,,6.769252431,0.0286116,,,3.127412017,0.0500851
1479.196,3.06976,,,,6.760429314,0.0306976,,,3.129298874,0.0499855
1481.125,3.3518,,,,6.75162461,0.033518,,,3.13118801,0.0498419
1483.053,3.69201,,,,6.742847356,0.0369201,,,3.13308041,0.0497072
1484.982,4.04269,,,,6.734088359,0.0404269,,,3.134975099,0.0495628
1486.911,4.37057,,,,6.725352089,0.0437057,,,3.136871097,0.0493333
1488.839,4.65858,,,,6.716642968,0.0465858,,,3.138770374,0.0490557
1490.768,4.85942,,,,6.707951874,0.0485942,,,3.140670967,0.0488192
1492.696,4.96431,,,,6.699287732,0.0496431,,,3.14257485,0.0485075
1494.625,5.05471,,,,6.690641465,0.0505471,,,3.144480054,0.0481692
1496.553,5.13001,,,,6.682021953,0.0513001,,,3.146388559,0.0479092
1498.482,5.10921,,,,6.673420168,0.0510921,,,3.148298392,0.0476125
1500.41,5.04736,,,,6.664844942,0.0504736,,,3.150211537,0.0472982
1502.339,4.978,,,,6.656287296,0.04978,,,3.152127008,0.0470697
1504.267,4.96262,,,,6.647756017,0.0496262,,,3.154043815,0.0469028
1506.196,4.96486,,,,6.63924217,0.0496486,,,3.155963951,0.0467811
1508.125,4.8409,,,,6.630750104,0.048409,,,3.157885429,0.0467561
1510.053,4.68362,,,,6.622284119,0.0468362,,,3.159810247,0.0467815
1511.982,4.59152,,,,6.61383535,0.0459152,,,3.161736413,0.0467951
1513.91,4.53883,,,,6.605412475,0.0453883,,,3.16366593,0.0468758
1515.839,4.52982,,,,6.597006674,0.0452982,,,3.1655968,0.0469766
1517.767,4.53057,,,,6.588626581,0.0453057,,,3.167531033,0.0470867
1519.696,4.56808,,,,6.580263421,0.0456808,,,3.169467631,0.0472331
1521.624,4.63355,,,,6.571925785,0.0463355,,,3.171405592,0.0475238
1523.553,4.65009,,,,6.563604942,0.0465009,,,3.173345925,0.0478532
1525.481,4.70227,,,,6.55530944,0.0470227,,,3.175289642,0.0480498
1527.41,4.77734,,,,6.547030594,0.0477734,,,3.177235741,0.0481806
1529.339,4.84993,,,,6.538772633,0.0484993,,,3.179183217,0.0483448
1531.267,4.95695,,,,6.530539743,0.0495695,,,3.181134093,0.0485794
1533.196,5.0946,,,,6.522323304,0.050946,,,3.183086352,0.0486853
1535.124,5.18134,,,,6.514131757,0.0518134,,,3.185042023,0.04867
1537.053,5.28421,,,,6.505956528,0.0528421,,,3.186999083,0.0486412
1538.981,5.49363,,,,6.497806016,0.0549363,,,3.188959567,0.0485391
1540.91,5.64195,,,,6.489671688,0.0564195,,,3.190921446,0.0483477
1542.838,5.66777,,,,6.481561901,0.0566777,,,3.192886759,0.0480777
1544.767,5.69645,,,,6.473468167,0.0569645,,,3.194854495,0.0477922
1546.696,5.71641,,,,6.465394622,0.0571641,,,3.196823636,0.047434
1548.624,5.73576,,,,6.457345359,0.0573576,,,3.198796229,0.0469445
1550.553,5.74683,,,,6.449311955,0.0574683,,,3.200770233,0.0465142
1552.481,5.74697,,,,6.441302663,0.0574697,,,3.202747701,0.0462253
1554.41,5.74439,,,,6.433309101,0.0574439,,,3.204726587,0.0459527
1556.338,5.73777,,,,6.425339483,0.0573777,,,3.206708948,0.0455514
1558.267,5.77562,,,,6.417385467,0.0577562,,,3.208692734,0.0451721
1560.195,5.64671,,,,6.409455228,0.0564671,,,3.210680006,0.0448911
1562.124,5.40957,,,,6.401540467,0.0540957,,,3.212668709,0.0446327
1564.052,5.26636,,,,6.393649316,0.0526636,,,3.214660911,0.0444197
1565.981,5.16164,,,,6.385773518,0.0516164,,,3.216655585,0.0443301
1567.91,5.08112,,,,6.3779171,0.0508112,,,3.2186517,0.0442881
1569.838,5.00396,,,,6.370084047,0.0500396,,,3.220651332,0.044234
1571.767,4.88447,,,,6.362266163,0.0488447,,,3.222652411,0.0442433
1573.695,4.82683,,,,6.354471483,0.0482683,,,3.224657017,0.0442538
1575.624,4.84298,,,,6.34669185,0.0484298,,,3.226663079,0.0442126
1577.552,4.79382,,,,6.338935262,0.0479382,,,3.22867268,0.0441353
1579.481,4.73514,,,,6.331193601,0.0473514,,,3.230683742,0.0439947
1581.409,4.73944,,,,6.323474825,0.0473944,,,3.232698356,0.0438884
1583.338,4.76563,,,,6.315770859,0.0476563,,,3.234715484,0.0438064
1585.266,4.80626,,,,6.30808962,0.0480626,,,3.236734084,0.0436756
1587.195,4.85772,,,,6.300423073,0.0485772,,,3.238756253,0.043501
1589.124,4.92414,,,,6.292775139,0.0492414,,,3.2407799,0.0432551
1591.052,5.00317,,,,6.2851497,0.0500317,,,3.24280713,0.0430136
1592.981,5.08653,,,,6.277538778,0.0508653,,,3.244835844,0.0427722
1594.909,5.16934,,,,6.269950198,0.0516934,,,3.246868152,0.042503
1596.838,5.2521,,,,6.262376021,0.052521,,,3.248901952,0.0421776
1598.766,5.33226,,,,6.254824033,0.0533226,,,3.250939359,0.0417696
1600.695,5.41774,,,,6.247286335,0.0541774,,,3.252979322,0.0413376
1602.623,5.49808,,,,6.239770676,0.0549808,,,3.255020788,0.0408494
1604.552,5.56598,,,,6.232269194,0.0556598,,,3.257064818,0.0403703
1606.48,5.6268,,,,6.224789602,0.056268,,,3.259112478,0.0399742
1608.409,5.6812,,,,6.217324076,0.056812,,,3.261162715,0.0395983
1610.338,5.71139,,,,6.209876436,0.0571139,,,3.263214469,0.039192
1612.266,5.72477,,,,6.202450464,0.0572477,,,3.265269871,0.0388601
1614.195,5.74783,,,,6.195038394,0.0574783,,,3.267326797,0.0386826
1616.123,5.78655,,,,6.187647846,0.0578655,,,3.269387385,0.0385978
1618.052,5.72655,,,,6.180271091,0.0572655,,,3.271449504,0.0384666
1619.98,5.63198,,,,6.172915715,0.0563198,,,3.273515297,0.0382856
1621.909,5.59779,,,,6.165574024,0.0559779,,,3.275582628,0.0381659
1623.837,5.54887,,,,6.158253569,0.0554887,,,3.277653646,0.0381754
1625.766,5.45775,,,,6.150946692,0.0545775,,,3.279727284,0.0382659
1627.695,5.37881,,,,6.143657135,0.0537881,,,3.281802471,0.0383391
1629.623,5.28965,,,,6.1363886,0.0528965,,,3.283881364,0.0382787
1631.552,5.21113,,,,6.129133488,0.0521113,,,3.285961813,0.0380796
1633.48,5.19538,,,,6.121899258,0.0519538,,,3.28804598,0.0378797
1635.409,5.19971,,,,6.114678347,0.0519971,,,3.290131711,0.0377237
1637.337,5.10543,,,,6.10747818,0.0510543,,,3.292221173,0.0373956
1639.266,5.01578,,,,6.100291228,0.0501578,,,3.294312205,0.036945
1641.194,4.98416,,,,6.093124883,0.0498416,,,3.296406982,0.0364837
1643.123,4.98464,,,,6.085971653,0.0498464,,,3.298504425,0.0360011
1645.052,5.03905,,,,6.078835198,0.0503905,,,3.300603449,0.0354908
1646.98,5.0886,,,,6.071719147,0.050886,,,3.302706237,0.0349048
1648.909,5.08011,,,,6.064616058,0.0508011,,,3.304810615,0.0343396
1650.837,5.15419,,,,6.057533239,0.0515419,,,3.306918769,0.0338417
1652.766,5.33513,,,,6.050463284,0.0533513,,,3.309028519,0.0334121
1654.694,5.32416,,,,6.043413465,0.0532416,,,3.311142059,0.0330526
1656.623,5.25224,,,,6.036376412,0.0525224,,,3.313257204,0.0327247
1658.551,5.28184,,,,6.029359362,0.0528184,,,3.315376151,0.0324688
1660.48,5.36581,,,,6.022354982,0.0536581,,,3.31749671,0.0323479
1662.408,5.46236,,,,6.015370475,0.0546236,,,3.319621085,0.0322295
1664.337,5.51127,,,,6.008398539,0.0551127,,,3.321748183,0.0321436
1666.266,5.5587,,,,6.001442747,0.055587,,,3.323876904,0.032162
1668.194,5.66238,,,,5.994506634,0.0566238,,,3.326009461,0.0321198
1670.123,5.74058,,,,5.98758295,0.0574058,,,3.328143648,0.0319016
1672.051,5.74762,,,,5.980678819,0.0574762,,,3.330281685,0.0315552
1673.98,5.78874,,,,5.973787023,0.0578874,,,3.332421361,0.0310995
1675.908,5.81828,,,,5.966914652,0.0581828,,,3.334564899,0.0305849
1677.837,5.77761,,,,5.960054523,0.0577761,,,3.336710084,0.0299797
1679.765,5.77196,,,,5.953213694,0.0577196,,,3.338859145,0.0292148
1681.694,5.80411,,,,5.946385014,0.0580411,,,3.341010977,0.0284421
1683.622,5.87368,,,,5.93957551,0.0587368,,,3.343164466,0.0277448
1685.551,5.80347,,,,5.932778065,0.0580347,,,3.345320733,0.027225
1687.479,5.66737,,,,5.925999672,0.0566737,,,3.347480903,0.026796
1689.408,5.59611,,,,5.919233246,0.0559611,,,3.349643866,0.0263497
1691.337,5.53567,,,,5.912482255,0.0553567,,,3.351808502,0.0259454
1693.265,5.50191,,,,5.905750134,0.0550191,,,3.353977062,0.0255825
1695.194,5.52108,,,,5.899029846,0.0552108,,,3.356147304,0.0251298
1697.122,5.48101,,,,5.892328306,0.0548101,,,3.358321484,0.0245355
1699.051,5.46959,,,,5.885638512,0.0546959,,,3.360497354,0.0240087
1700.979,5.4393,,,,5.878967348,0.054393,,,3.362677175,0.0236114
1702.908,5.31557,,,,5.87230784,0.0531557,,,3.364858694,0.0232121
1704.836,5.27932,,,,5.865666844,0.0527932,,,3.36704418,0.0229046
1706.765,5.2507,,,,5.859037419,0.052507,,,3.369232506,0.022705
1708.694,5.21148,,,,5.852422962,0.0521148,,,3.371422541,0.0226284
1710.622,5.20181,,,,5.84582684,0.0520181,,,3.373616564,0.0226112
1712.551,5.22643,,,,5.83924216,0.0522643,,,3.375812305,0.0225752
1714.479,5.28623,,,,5.832675699,0.0528623,,,3.378012047,0.0224596
1716.408,5.37125,,,,5.826120596,0.0537125,,,3.380213515,0.0222562
1718.336,5.41097,,,,5.819583597,0.0541097,,,3.382418998,0.0219788
1720.265,5.38422,,,,5.813057872,0.0538422,,,3.384626215,0.0216572
1722.193,5.39338,,,,5.806550137,0.0539338,,,3.386837463,0.0213289
1724.122,5.43466,,,,5.800053592,0.0543466,,,3.389051601,0.0209545
1726.051,5.46902,,,,5.793571569,0.0546902,,,3.391267486,0.0204923
1727.979,5.5197,,,,5.787107366,0.055197,,,3.393487423,0.0199285
1729.908,5.58123,,,,5.780654231,0.0558123,,,3.395709114,0.0192801
1731.836,5.65944,,,,5.774218806,0.0565944,,,3.397934871,0.0185701
1733.765,5.75168,,,,5.767794367,0.0575168,,,3.400162392,0.0179304
1735.693,5.71046,,,,5.761387526,0.0571046,,,3.402393992,0.0173862
1737.622,5.65701,,,,5.754991592,0.0565701,,,3.404627365,0.0169407
1739.55,5.679,,,,5.748613147,0.05679,,,3.406864833,0.0167155
1741.479,5.66072,,,,5.742245528,0.0566072,,,3.409104081,0.0167567
1743.407,5.63847,,,,5.73589529,0.0563847,,,3.411347438,0.0173109
1745.336,5.63053,,,,5.729555799,0.0563053,,,3.41359375,0.0185411
1747.265,5.63551,,,,5.723230306,0.0563551,,,3.415841855,0.020523
1749.193,5.64035,,,,5.716922032,0.0564035,,,3.418094091,0.0235325
1751.122,5.62569,,,,5.710624388,0.0562569,,,3.42034813,0.0279029
1753.05,5.56788,,,,5.704343858,0.0556788,,,3.422606315,0.0337062
1754.979,5.53376,,,,5.69807388,0.0553376,,,3.42486631,0.0406743
1756.907,5.52099,,,,5.69182091,0.0552099,,,3.427130467,0.0473767
1758.836,5.48749,,,,5.685578417,0.0548749,,,3.429396443,0.0511494
1760.764,5.47082,,,,5.679352826,0.0547082,,,3.431666596,0.0508906
1762.693,5.44256,,,,5.673137637,0.0544256,,,3.433939756,0.0484786
1764.621,5.40022,,,,5.666939246,0.0540022,,,3.436214748,0.0458646
1766.55,5.40089,,,,5.660751182,0.0540089,,,3.43849394,0.0436696
1768.479,5.41484,,,,5.654576616,0.0541484,,,3.440774973,0.0420909
1770.407,5.43829,,,,5.648418697,0.0543829,,,3.443060219,0.0409056
1772.336,5.46878,,,,5.642270992,0.0546878,,,3.445347317,0.0399386
1774.264,5.43879,,,,5.63613983,0.0543879,,,3.447638643,0.0392198
1776.193,5.41066,,,,5.63001881,0.0541066,,,3.449931829,0.0386685
1778.121,5.41601,,,,5.623914233,0.0541601,,,3.45222926,0.0382029
1780.05,5.43689,,,,5.617819724,0.0543689,,,3.454529752,0.0377724
1781.978,5.45654,,,,5.611741559,0.0545654,,,3.456832118,0.0373781
1783.907,5.48678,,,,5.60567339,0.0548678,,,3.459137554,0.037032
1785.835,5.51476,,,,5.599621466,0.0551476,,,3.461447266,0.036645
1787.764,5.52274,,,,5.593579466,0.0552274,,,3.463760064,0.0361322
1789.693,5.55887,,,,5.587550491,0.0555887,,,3.466074754,0.035616
1791.621,5.62024,,,,5.581537613,0.0562024,,,3.468393742,0.0351267
1793.55,5.6344,,,,5.575534554,0.056344,,,3.470714631,0.034647
1795.478,5.61293,,,,5.569547497,0.0561293,,,3.473039834,0.0341963
1797.407,5.6163,,,,5.563570187,0.056163,,,3.475366947,0.0336307
1799.335,5.63268,,,,5.557608783,0.0563268,,,3.47769839,0.0330552
1801.264,5.63866,,,,5.551657059,0.0563866,,,3.480031752,0.0324945
1803.192,5.61817,,,,5.545721143,0.0561817,,,3.48236946,0.0318763
1805.121,5.59851,,,,5.539794839,0.0559851,,,3.484710311,0.0312441
1807.049,5.58565,,,,5.53388425,0.0558565,,,3.487053095,0.0305617
1808.978,5.57611,,,,5.527983204,0.0557611,,,3.489400249,0.0298395
1810.907,5.55743,,,,5.522094729,0.0555743,,,3.491749345,0.0290226
1812.835,5.52619,,,,5.516221829,0.0552619,,,3.494102828,0.0281565
1814.764,5.49125,,,,5.510358372,0.0549125,,,3.496458263,0.0274078
1816.692,5.47025,,,,5.504510396,0.0547025,,,3.498818099,0.0269594
1818.621,5.44877,,,,5.498671796,0.0544877,,,3.501179898,0.0271426
1820.549,5.42798,,,,5.492848586,0.0542798,,,3.503546114,0.0286014
1822.478,5.42855,,,,5.487034686,0.0542855,,,3.505914302,0.0323895
1824.406,5.45098,,,,5.481236085,0.0545098,,,3.508286925,0.0391503
1826.335,5.45585,,,,5.475446728,0.0545585,,,3.51066276,0.0461123
1828.264,5.46264,,,,5.469669588,0.0546264,,,3.513040582,0.0487648
1830.192,5.47413,,,,5.463907612,0.0547413,,,3.515422863,0.0475083
1832.121,5.46488,,,,5.458154783,0.0546488,,,3.51780714,0.0452697
1834.049,5.46498,,,,5.452417029,0.0546498,,,3.520195892,0.0433737
1835.978,5.47683,,,,5.446688359,0.0547683,,,3.522586649,0.0419702
1837.906,5.49158,,,,5.440974674,0.0549158,,,3.524981899,0.0408478
1839.835,5.50945,,,,5.435270011,0.0550945,,,3.527379164,0.0399645
1841.763,5.54632,,,,5.429580245,0.0554632,,,3.529780938,0.0392807
1843.692,5.60313,,,,5.423899437,0.0560313,,,3.532185985,0.0386899
1845.62,5.61308,,,,5.418233439,0.0561308,,,3.534593062,0.0381668
1847.549,5.60445,,,,5.412576338,0.0560445,,,3.537004673,0.0378607
1849.478,5.60911,,,,5.406931037,0.0560911,,,3.539418325,0.0377088
1851.406,5.61377,,,,5.401300417,0.0561377,,,3.541836527,0.0374988
1853.335,5.62103,,,,5.395678601,0.0562103,,,3.54425678,0.0372515
1855.263,5.62687,,,,5.390071381,0.0562687,,,3.546681601,0.0371005
1857.192,5.63014,,,,5.384472903,0.0563014,,,3.549108482,0.0369802
1859.12,5.62863,,,,5.378888937,0.0562863,,,3.551539948,0.036875
1861.049,5.62199,,,,5.373313653,0.0562199,,,3.553974748,0.0369217
1862.977,5.60932,,,,5.367752796,0.0560932,,,3.556411623,0.037041
1864.906,5.59512,,,,5.362200561,0.0559512,,,3.558851843,0.0371798
1866.834,5.58864,,,,5.356662671,0.0558864,,,3.561296682,0.0374518
1868.763,5.57759,,,,5.351133343,0.0557759,,,3.563744883,0.037813
1870.692,5.54057,,,,5.345615419,0.0554057,,,3.56619518,0.0380996
1872.62,5.49606,,,,5.340111715,0.0549606,,,3.568650122,0.0383791
1874.549,5.4629,,,,5.334616486,0.054629,,,3.571107172,0.0386289
1876.477,5.43522,,,,5.329135396,0.0543522,,,3.573568884,0.0387526
1878.406,5.41059,,,,5.323662723,0.0541059,,,3.576032714,0.0388062
1880.334,5.38928,,,,5.318204106,0.0538928,,,3.578501223,0.0389839
1882.263,5.37053,,,,5.31275385,0.0537053,,,3.580971861,0.0392097
1884.191,5.35338,,,,5.30731757,0.0535338,,,3.583447197,0.0393668
1886.12,5.33864,,,,5.301889593,0.0533864,,,3.585925958,0.0396339
1888.048,5.3296,,,,5.296475513,0.053296,,,3.588406862,0.0400334
1889.977,5.31665,,,,5.29106968,0.0531665,,,3.590892491,0.0403908
1891.906,5.29538,,,,5.28567487,0.0529538,,,3.593380275,0.0407558
1893.834,5.29159,,,,5.280293838,0.0529159,,,3.595872801,0.0412933
1895.763,5.30546,,,,5.274920968,0.0530546,,,3.598367493,0.0418409
1897.691,5.32639,,,,5.269561799,0.0532639,,,3.600866945,0.0422681
1899.62,5.35657,,,,5.264210737,0.0535657,,,3.603368573,0.0426103
1901.548,5.39342,,,,5.258873297,0.0539342,,,3.60587498,0.0429634
1903.477,5.43198,,,,5.253543909,0.0543198,,,3.608384876,0.0433351
1905.405,5.47193,,,,5.248228067,0.0547193,,,3.610896965,0.0436296
1907.334,5.51607,,,,5.242920223,0.0551607,,,3.613413859,0.0438005
1909.263,5.55146,,,,5.237623104,0.0555146,,,3.615932958,0.0438738
1911.191,5.57548,,,,5.232339416,0.0557548,,,3.61845688,0.0438906
1913.12,5.59783,,,,5.227063645,0.0559783,,,3.620983017,0.0439015
1915.048,5.61341,,,,5.221801229,0.0561341,,,3.623513997,0.0438324
1916.977,5.63795,,,,5.216546677,0.0563795,,,3.626047202,0.0437619
1918.905,5.64524,,,,5.211305406,0.0564524,,,3.628585269,0.0437471
1920.834,5.62803,,,,5.206071946,0.0562803,,,3.631125573,0.0436645
1922.762,5.61874,,,,5.200851691,0.0561874,,,3.633670756,0.0435115
1924.691,5.59912,,,,5.195639196,0.0559912,,,3.63621951,0.0434001
1926.62,5.57567,,,,5.190437139,0.0557567,,,3.638770518,0.0433323
1928.548,5.54899,,,,5.185248176,0.0554899,,,3.641326433,0.0433045
1930.477,5.51557,,,,5.180066895,0.0551557,,,3.643884614,0.043296
1932.405,5.48338,,,,5.174898637,0.0548338,,,3.646447722,0.0433247
1934.334,5.44953,,,,5.169738008,0.0544953,,,3.649013106,0.0434164
1936.262,5.41338,,,,5.164590329,0.0541338,,,3.651583436,0.0435421
1938.191,5.37833,,,,5.15945023,0.0537833,,,3.654156054,0.0436178
1940.119,5.3529,,,,5.154323008,0.053529,,,3.656733637,0.0437497
1942.048,5.33311,,,,5.149203315,0.0533311,,,3.659314859,0.0439272
1943.976,5.30881,,,,5.144096429,0.0530881,,,3.661898387,0.0440774
1945.905,5.28848,,,,5.138997022,0.0528848,,,3.664485565,0.0441735
1947.833,5.27818,,,,5.133910351,0.0527818,,,3.667077746,0.0442443
1949.762,5.27795,,,,5.128831109,0.0527795,,,3.669673597,0.0443067
1951.691,5.28176,,,,5.123761907,0.0528176,,,3.672271777,0.0443426
1953.619,5.29175,,,,5.118705336,0.0529175,,,3.67487499,0.0443883
1955.548,5.3139,,,,5.113656121,0.053139,,,3.677480543,0.0444059
1957.476,5.34448,,,,5.108619467,0.0534448,,,3.680091148,0.0444327
1959.405,5.37554,,,,5.10359012,0.0537554,,,3.682704107,0.0444555
1961.333,5.40639,,,,5.098573266,0.0540639,,,3.685322136,0.0444393
1963.262,5.45002,,,,5.093563671,0.0545002,,,3.68794253,0.044345
1965.19,5.50217,,,,5.0885665,0.0550217,,,3.690568015,0.0442436
1967.119,5.55623,,,,5.08357654,0.0555623,,,3.693197241,0.0442462
1969.047,5.59845,,,,5.078598936,0.0559845,,,3.695828851,0.0443121
1970.976,5.63182,,,,5.073628497,0.0563182,,,3.698465581,0.0443251
1972.905,5.6662,,,,5.068667777,0.056662,,,3.701104706,0.0442913
1974.833,5.6956,,,,5.063719312,0.056956,,,3.703748972,0.0442817
1976.762,5.71464,,,,5.058777941,0.0571464,,,3.706395645,0.0443297
1978.69,5.73457,,,,5.053848759,0.0573457,,,3.70904748,0.0444085
1980.619,5.74259,,,,5.048926623,0.0574259,,,3.711701734,0.0444684
1982.547,5.7335,,,,5.044016611,0.057335,,,3.714361169,0.0444707
1984.476,5.72394,,,,5.0391136,0.0572394,,,3.717024418,0.0445013
1986.404,5.70945,,,,5.034222646,0.0570945,,,3.719690105,0.0445773
1988.333,5.68511,,,,5.029338647,0.0568511,,,3.722361004,0.0446071
1990.262,5.6551,,,,5.024464116,0.056551,,,3.725034354,0.0446618
1992.19,5.61547,,,,5.019601544,0.0561547,,,3.727712936,0.0447192
1994.119,5.56295,,,,5.01474586,0.0556295,,,3.730393982,0.0447033
1996.047,5.50948,,,,5.009902071,0.0550948,,,3.73308028,0.0446856
1997.976,5.45865,,,,5.005065126,0.0545865,,,3.735769055,0.0447005
1999.904,5.40101,,,,5.000240012,0.0540101,,,3.738463103,0.0446943
2001.833,5.33996,,,,4.995421696,0.0533996,,,3.74115964,0.044544
2003.761,5.2801,,,,4.990615148,0.052801,,,3.743861471,0.0443454
2005.69,5.22169,,,,4.985815355,0.0522169,,,3.746567208,0.04417
2007.619,5.16979,,,,4.981024786,0.0516979,,,3.749275453,0.0439669
2009.547,5.12357,,,,4.97624589,0.0512357,,,3.751989023,0.0437833
2011.476,5.07527,,,,4.971473684,0.0507527,,,3.754705115,0.0436043
2013.404,5.03325,,,,4.966713089,0.0503325,,,3.757426554,0.043391
2015.333,5.00424,,,,4.96195914,0.0500424,,,3.760150526,0.0432022
2017.261,4.99047,,,,4.957216741,0.0499047,,,3.762879867,0.0431241
2019.19,4.9964,,,,4.952480945,0.049964,,,3.765611756,0.043089
2021.118,5.02825,,,,4.947756638,0.0502825,,,3.768349034,0.0430966
2023.047,5.08159,,,,4.943038891,0.0508159,,,3.771090294,0.0431205
2024.975,5.14463,,,,4.938332572,0.0514463,,,3.773834121,0.0431318
2026.904,5.20469,,,,4.933632772,0.0520469,,,3.77658337,0.0431616
2028.833,5.26798,,,,4.928941909,0.0526798,,,3.7793352,0.0431343
2030.761,5.33415,,,,4.924262382,0.0533415,,,3.782092473,0.0430695
2032.69,5.39754,,,,4.919589313,0.0539754,,,3.78485234,0.0430362
2034.618,5.46097,,,,4.91492752,0.0546097,,,3.787617672,0.0430728
2036.547,5.51877,,,,4.910272142,0.0551877,,,3.790385611,0.0431747
2038.475,5.56701,,,,4.905627982,0.0556701,,,3.793159038,0.0434414
2040.404,5.6123,,,,4.900990196,0.056123,,,3.795936526,0.0437167
2042.332,5.64918,,,,4.896363569,0.0564918,,,3.798716642,0.0440096
2044.261,5.67224,,,,4.891743275,0.0567224,,,3.801500833,0.0443828
2046.189,5.688,,,,4.887134082,0.05688,,,3.804290555,0.0448555
