Wavenumber,Transmissivity,,,,,,,,,wavelength,trans
2009.547,92.44118,,,,4.97624589,0.9244118,,,,3.751989023,0.6449873
2011.476,91.84297,,,,4.971473684,0.9184297,,,,3.754705115,0.645125
2013.404,91.09869,,,,4.966713089,0.9109869,,,,3.757426554,0.6458082
2015.333,90.36676,,,,4.96195914,0.9036676,,,,3.760150526,0.6473128
2017.261,89.89755,,,,4.957216741,0.8989755,,,,3.762879867,0.6496107
2019.19,89.75597,,,,4.952480945,0.8975597,,,,3.765611756,0.6523992
2021.118,89.86469,,,,4.947756638,0.8986469,,,,3.768349034,0.6554648
2023.047,90.12183,,,,4.943038891,0.9012183,,,,3.771090294,0.6586806
2024.975,90.4149,,,,4.938332572,0.904149,,,,3.773834121,0.6616324
2026.904,90.68,,,,4.933632772,0.9068,,,,3.77658337,0.6636842
2028.833,90.9006,,,,4.928941909,0.909006,,,,3.7793352,0.6645895
2030.761,91.07229,,,,4.924262382,0.9107229,,,,3.782092473,0.6644533
2032.69,91.20911,,,,4.919589313,0.9120911,,,,3.78485234,0.6637901
2034.618,91.32046,,,,4.91492752,0.9132046,,,,3.787617672,0.6630162
2036.547,91.43332,,,,4.910272142,0.9143332,,,,3.790385611,0.6622316
2038.475,91.53333,,,,4.905627982,0.9153333,,,,3.793159038,0.6622517
2040.404,91.62357,,,,4.900990196,0.9162357,,,,3.795936526,0.663916
2042.332,91.71529,,,,4.896363569,0.9171529,,,,3.798716642,0.6675921
2044.261,91.80529,,,,4.891743275,0.9180529,,,,3.801500833,0.672822
2046.189,91.89063,,,,4.887134082,0.9189063,,,,3.804290555,0.6789436
2048.118,91.98277,,,,4.882531182,0.9198277,,,,3.807084375,0.685247
2050.046,92.09005,,,,4.877939324,0.9209005,,,,3.80988085,0.6913402
2051.975,92.19771,,,,4.87335372,0.9219771,,,,3.81268289,0.6970682
2053.904,92.3101,,,,4.86877673,0.923101,,,,3.815487598,0.7025325
2055.832,92.43065,,,,4.864210694,0.9243065,,,,3.818297894,0.7079772
2057.761,92.56223,,,,4.859650854,0.9256223,,,,3.821110873,0.7135077
2059.689,92.71434,,,,4.855101911,0.9271434,,,,3.823929462,0.7191364
2061.618,92.86509,,,,4.850559124,0.9286509,,,,3.826750748,0.7246918
2063.546,93.02736,,,,4.846027178,0.9302736,,,,3.829577667,0.7301173
2065.475,93.20574,,,,4.84150135,0.9320574,,,,3.832408765,0.7355123
2067.403,93.3568,,,,4.836986306,0.933568,,,,3.835242581,0.7409359
2069.332,93.50358,,,,4.832477341,0.9350358,,,,3.838082064,0.7460896
2071.26,93.65054,,,,4.827979105,0.9365054,,,,3.84092428,0.7507903
2073.189,93.7857,,,,4.823486908,0.937857,,,,3.843772186,0.7551861
2075.118,93.91721,,,,4.819003064,0.9391721,,,,3.846622838,0.7590961
2077.046,94.03072,,,,4.814529866,0.9403072,,,,3.849479204,0.7627163
2078.975,94.12368,,,,4.810062651,0.9412368,,,,3.852338331,0.7665414
2080.903,94.19411,,,,4.805606028,0.9419411,,,,3.855203194,0.7706228
2082.832,94.25247,,,,4.80115535,0.9425247,,,,3.858070833,0.7748396
2084.76,94.28467,,,,4.796715209,0.9428467,,,,3.860944233,0.7791179
2086.689,94.29347,,,,4.792280977,0.9429347,,,,3.863821915,0.7832297
2088.617,94.29314,,,,4.787857228,0.9429314,,,,3.866702395,0.7868964
2090.546,94.27214,,,,4.78343935,0.9427214,,,,3.86958867,0.7904128
2092.475,94.23671,,,,4.779029618,0.9423671,,,,3.872477758,0.7940781
2094.403,94.19543,,,,4.774630288,0.9419543,,,,3.875372666,0.7979029
2096.332,94.12502,,,,4.770236775,0.9412502,,,,3.8782704,0.8019254
2098.26,94.02369,,,,4.765853612,0.9402369,,,,3.881173978,0.8059895
2100.189,93.94064,,,,4.761476229,0.9394064,,,,3.884080397,0.8099165
2102.117,93.87795,,,,4.757109143,0.9387795,,,,3.886992684,0.8136124
2104.046,93.79282,,,,4.752747801,0.9379282,,,,3.889909342,0.8171043
2105.974,93.71172,,,,4.748396704,0.9371172,,,,3.892828864,0.8203215
2107.903,93.66175,,,,4.744051315,0.9366175,,,,3.89575429,0.8232632
2109.832,93.60557,,,,4.739713873,0.9360557,,,,3.898682596,0.8258631
2111.76,93.54223,,,,4.735386597,0.9354223,,,,3.90161683,0.8279884
2113.688,93.49541,,,,4.731067215,0.9349541,,,,3.904553959,0.8298074
2115.617,93.46662,,,,4.726753472,0.9346662,,,,3.907497041,0.8314781
2117.546,93.44827,,,,4.722447588,0.9344827,,,,3.910443034,0.8329311
2119.474,93.42907,,,,4.718151768,0.9342907,,,,3.913395003,0.8342627
2121.403,93.40977,,,,4.713861534,0.9340977,,,,3.916351433,0.8355357
2123.331,93.39735,,,,4.709581314,0.9339735,,,,3.919310797,0.8367144
2125.26,93.39698,,,,4.705306645,0.9339698,,,,3.922274637,0.8380244
2127.188,93.39964,,,,4.701041939,0.9339964,,,,3.925244503,0.8404375
2129.117,93.39317,,,,4.696782751,0.9339317,,,,3.928218871,0.844387
2131.045,93.36966,,,,4.692533475,0.9336966,,,,3.931196204,0.8491736
2132.974,93.34606,,,,4.688289684,0.9334606,,,,3.934179602,0.8536617
2134.903,93.29692,,,,4.684053561,0.9329692,,,,3.937165981,0.8569946
2136.831,93.21635,,,,4.679827277,0.9321635,,,,3.94015845,0.8587267
2138.76,93.13033,,,,4.675606426,0.9313033,,,,3.943153916,0.8590852
2140.688,93.0466,,,,4.671395364,0.930466,,,,3.946155497,0.8585498
2142.617,92.95617,,,,4.667189703,0.9295617,,,,3.949160093,0.8577947
2144.545,92.86702,,,,4.662993782,0.9286702,,,,3.952170829,0.8571613
2146.474,92.78918,,,,4.658803228,0.9278918,,,,3.955186159,0.8571658
2148.402,92.7165,,,,4.654622366,0.927165,,,,3.958204527,0.8584754
2150.331,92.68049,,,,4.650446838,0.9268049,,,,3.961229074,0.8612769
2152.26,92.67608,,,,4.646278795,0.9267608,,,,3.964256676,0.8650045
2154.188,92.68445,,,,4.642120372,0.9268445,,,,3.967290483,0.8691626
2156.117,92.69969,,,,4.637967235,0.9269969,,,,3.970327361,0.872998
2158.045,92.70448,,,,4.633823669,0.9270448,,,,3.973370471,0.8759597
2159.974,92.71082,,,,4.629685357,0.9271082,,,,3.976416668,0.8783096
2161.902,92.70832,,,,4.62555657,0.9270832,,,,3.979469123,0.8802008
2163.831,92.67386,,,,4.621433005,0.9267386,,,,3.982526268,0.8817931
2165.759,92.6244,,,,4.617318917,0.926244,,,,3.985586525,0.883084
2167.688,92.56936,,,,4.613210019,0.9256936,,,,3.98865308,0.884165
2169.616,92.51089,,,,4.609110552,0.9251089,,,,3.991722764,0.8850967
2171.545,92.45648,,,,4.605016244,0.9245648,,,,3.994798772,0.885998
2173.474,92.3968,,,,4.600929204,0.923968,,,,3.997877926,0.8866917
2175.402,92.33733,,,,4.596851524,0.9233733,,,,4.000963432,0.8871349
2177.331,92.29777,,,,4.592778957,0.9229777,,,,4.004052101,0.8877007
2179.259,92.27043,,,,4.588715706,0.9227043,,,,4.007147148,0.8884635
2181.188,92.26839,,,,4.584657535,0.9226839,,,,4.010245375,0.8893111
2183.116,92.29398,,,,4.580608635,0.9229398,,,,4.013350007,0.8901865
2185.045,92.33015,,,,4.576564785,0.9233015,,,,4.016459451,0.8912234
2186.973,92.37975,,,,4.572530159,0.9237975,,,,4.0195721,0.8923891
2188.902,92.46027,,,,4.568500554,0.9246027,,,,4.022691197,0.8934734
2190.831,92.55238,,,,4.564478045,0.9255238,,,,4.025813516,0.8944201
2192.759,92.63332,,,,4.560464693,0.9263332,,,,4.02894231,0.8953352
2194.688,92.72952,,,,4.556456316,0.9272952,,,,4.032074345,0.8960026
2196.616,92.84032,,,,4.552457052,0.9284032,,,,4.035212882,0.8965055
2198.545,92.93824,,,,4.548462733,0.9293824,,,,4.038354677,0.8968297
2200.473,93.02854,,,,4.544477483,0.9302854,,,,4.041503003,0.8971376
2202.402,93.1133,,,,4.540497148,0.931133,,,,4.044656241,0.8990169
2204.33,93.19444,,,,4.536525838,0.9319444,,,,4.047812764,0.9026866
2206.259,93.26304,,,,4.532559414,0.9326304,,,,4.050974219,0.9062327
2208.188,93.3042,,,,4.52859992,0.933042,,,,4.054142259,0.9087498
2210.116,93.2941,,,,4.524649385,0.932941,,,,4.057315258,0.9103486
2212.044,93.2691,,,,4.520705736,0.932691,,,,4.060491579,0.9112212
2213.973,93.23418,,,,4.516766916,0.9323418,,,,4.063674529,0.9117378
2215.902,93.16457,,,,4.512834954,0.9316457,,,,4.066860819,0.9120842
2217.83,93.06437,,,,4.508911864,0.9306437,,,,4.070053765,0.9121957
2219.759,92.96521,,,,4.50499356,0.9296521,,,,4.073250071,0.9121531
2221.687,92.882,,,,4.501084086,0.92882,,,,4.076453062,0.9119358
2223.616,92.81297,,,,4.497179369,0.9281297,,,,4.07965943,0.9116143
2225.544,92.76785,,,,4.49328344,0.9276785,,,,4.082872513,0.9110921
2227.473,92.73275,,,,4.48939224,0.9273275,,,,4.086090661,0.9105147
2229.401,92.6607,,,,4.485509785,0.926607,,,,4.089312214,0.9100008
2231.33,92.55621,,,,4.481632031,0.9255621,,,,4.092540526,0.9094034
2233.259,92.39829,,,,4.477760976,0.9239829,,,,4.095772262,0.9085419
2235.187,92.17242,,,,4.473898604,0.9217242,,,,4.099010786,0.9076218
2237.116,91.89307,,,,4.470040892,0.9189307,,,,4.102252752,0.9066079
2239.044,91.59999,,,,4.466191821,0.9159999,,,,4.105501536,0.9055008
2240.973,91.35493,,,,4.462347382,0.9135493,,,,4.108753782,0.9045578
2242.901,91.22349,,,,4.458511544,0.9122349,,,,4.112012876,0.9038297
2244.83,91.21155,,,,4.45468031,0.9121155,,,,4.115277143,0.9030212
2246.758,91.24626,,,,4.450857636,0.9124626,,,,4.118544902,0.9022211
2248.687,91.29275,,,,4.447039539,0.9129275,,,,4.121819553,0.9014227
2250.615,91.3597,,,,4.443229962,0.913597,,,,4.125097713,0.9004919
2252.544,91.42834,,,,4.439424935,0.9142834,,,,4.128382797,0.8992812
2254.473,91.48222,,,,4.435626419,0.9148222,,,,4.13167141,0.8981791
2256.401,91.52914,,,,4.431836362,0.9152914,,,,4.134966976,0.8976739
2258.33,91.57741,,,,4.428050816,0.9157741,,,,4.138266091,0.8978458
2260.258,91.608,,,,4.424273689,0.91608,,,,4.141572191,0.8988311
2262.187,91.62182,,,,4.420501046,0.9162182,,,,4.144881858,0.9003806
2264.115,91.60215,,,,4.416736782,0.9160215,,,,4.148198541,0.9021477
2266.044,91.53389,,,,4.412976977,0.9153389,,,,4.151520536,0.9037719
2267.972,91.4102,,,,4.409225511,0.914102,,,,4.154846129,0.9049565
2269.901,91.23144,,,,4.405478477,0.9123144,,,,4.158178784,0.9059974
2271.83,91.032,,,,4.401737806,0.91032,,,,4.161515058,0.9067472
2273.758,90.86594,,,,4.398005417,0.9086594,,,,4.164858424,0.9071617
2275.687,90.76037,,,,4.39427742,0.9076037,,,,4.168205429,0.9073662
2277.615,90.70668,,,,4.390557667,0.9070668,,,,4.171559558,0.9075188
2279.544,90.67468,,,,4.386842281,0.9067468,,,,4.174917347,0.9076814
2281.472,90.61682,,,,4.383135099,0.9061682,,,,4.178282291,0.9076228
2283.401,90.52695,,,,4.379432259,0.9052695,,,,4.181652664,0.9073321
2285.329,90.43265,,,,4.375737585,0.9043265,,,,4.185026728,0.9070849
2287.258,90.32886,,,,4.372047229,0.9032886,,,,4.188407994,0.9067574
2289.187,90.19334,,,,4.368363091,0.9019334,,,,4.191792972,0.9064511
2291.115,90.04214,,,,4.364687063,0.9004214,,,,4.195185186,0.9060966
2293.043,89.87968,,,,4.361017216,0.8987968,,,,4.198581131,0.9057095
2294.972,89.71466,,,,4.357351637,0.8971466,,,,4.201984345,0.9056194
2296.901,89.55183,,,,4.353692214,0.8955183,,,,4.205391312,0.9059196
2298.829,89.38687,,,,4.350040825,0.8938687,,,,4.208805579,0.9065975
2300.758,89.22669,,,,4.346393667,0.8922669,,,,4.212225394,0.9074335
2302.686,89.07236,,,,4.342754505,0.8907236,,,,4.215648995,0.9080804
2304.615,88.92437,,,,4.339119549,0.8892437,,,,4.219078165,0.9083968
2306.543,88.76663,,,,4.335492553,0.8876663,,,,4.222514702,0.908412
2308.472,88.61611,,,,4.331869739,0.8861611,,,,4.225956841,0.9083033
2310.4,88.46758,,,,4.328254848,0.8846758,,,,4.229402808,0.9077991
2312.329,88.32323,,,,4.324644114,0.8832323,,,,4.232856192,0.9067079
2314.258,88.17158,,,,4.3210394,0.8817158,,,,4.236313424,0.9047829
2316.186,88.01157,,,,4.317442554,0.8801157,,,,4.239778107,0.9019742
2318.115,87.85154,,,,4.313849831,0.8785154,,,,4.243246661,0.8982072
2320.043,87.6972,,,,4.310264939,0.876972,,,,4.246722698,0.8932352
2321.972,87.51908,,,,4.306684146,0.8751908,,,,4.250202628,0.8874602
2323.9,87.36523,,,,4.303111149,0.8736523,,,,4.253690076,0.8818031
2325.829,87.26382,,,,4.299542228,0.8726382,,,,4.257183252,0.8779849
2327.757,87.23785,,,,4.295981067,0.8723785,,,,4.260680354,0.8764706
2329.686,87.28399,,,,4.292423958,0.8728399,,,,4.264185025,0.8758282
2331.615,87.37518,,,,4.288872734,0.8737518,,,,4.267693644,0.8754926
2333.543,87.44698,,,,4.285329218,0.8744698,,,,4.271209867,0.8753159
2335.472,87.49654,,,,4.28178972,0.8749654,,,,4.274730061,0.8751882
2337.4,87.51129,,,,4.278257893,0.8751129,,,,4.278257893,0.8751129
2339.329,87.51882,,,,4.274730061,0.8751882,,,,4.28178972,0.8749654
2341.257,87.53159,,,,4.271209867,0.8753159,,,,4.285329218,0.8744698
2343.186,87.54926,,,,4.267693644,0.8754926,,,,4.288872734,0.8737518
2345.114,87.58282,,,,4.264185025,0.8758282,,,,4.292423958,0.8728399
2347.043,87.64706,,,,4.260680354,0.8764706,,,,4.295981067,0.8723785
2348.971,87.79849,,,,4.257183252,0.8779849,,,,4.299542228,0.8726382
2350.9,88.18031,,,,4.253690076,0.8818031,,,,4.303111149,0.8736523
2352.829,88.74602,,,,4.250202628,0.8874602,,,,4.306684146,0.8751908
2354.757,89.32352,,,,4.246722698,0.8932352,,,,4.310264939,0.876972
2356.686,89.82072,,,,4.243246661,0.8982072,,,,4.313849831,0.8785154
2358.614,90.19742,,,,4.239778107,0.9019742,,,,4.317442554,0.8801157
2360.543,90.47829,,,,4.236313424,0.9047829,,,,4.3210394,0.8817158
2362.471,90.67079,,,,4.232856192,0.9067079,,,,4.324644114,0.8832323
2364.4,90.77991,,,,4.229402808,0.9077991,,,,4.328254848,0.8846758
2366.328,90.83033,,,,4.225956841,0.9083033,,,,4.331869739,0.8861611
2368.257,90.8412,,,,4.222514702,0.908412,,,,4.335492553,0.8876663
2370.186,90.83968,,,,4.219078165,0.9083968,,,,4.339119549,0.8892437
2372.114,90.80804,,,,4.215648995,0.9080804,,,,4.342754505,0.8907236
2374.042,90.74335,,,,4.212225394,0.9074335,,,,4.346393667,0.8922669
2375.971,90.65975,,,,4.208805579,0.9065975,,,,4.350040825,0.8938687
2377.9,90.59196,,,,4.205391312,0.9059196,,,,4.353692214,0.8955183
2379.828,90.56194,,,,4.201984345,0.9056194,,,,4.357351637,0.8971466
2381.757,90.57095,,,,4.198581131,0.9057095,,,,4.361017216,0.8987968
2383.685,90.60966,,,,4.195185186,0.9060966,,,,4.364687063,0.9004214
2385.614,90.64511,,,,4.191792972,0.9064511,,,,4.368363091,0.9019334
2387.542,90.67574,,,,4.188407994,0.9067574,,,,4.372047229,0.9032886
2389.471,90.70849,,,,4.185026728,0.9070849,,,,4.375737585,0.9043265
2391.399,90.73321,,,,4.181652664,0.9073321,,,,4.379432259,0.9052695
2393.328,90.76228,,,,4.178282291,0.9076228,,,,4.383135099,0.9061682
2395.257,90.76814,,,,4.174917347,0.9076814,,,,4.386842281,0.9067468
2397.185,90.75188,,,,4.171559558,0.9075188,,,,4.390557667,0.9070668
2399.114,90.73662,,,,4.168205429,0.9073662,,,,4.39427742,0.9076037
2401.042,90.71617,,,,4.164858424,0.9071617,,,,4.398005417,0.9086594
2402.971,90.67472,,,,4.161515058,0.9067472,,,,4.401737806,0.91032
2404.899,90.59974,,,,4.158178784,0.9059974,,,,4.405478477,0.9123144
2406.828,90.49565,,,,4.154846129,0.9049565,,,,4.409225511,0.914102
2408.756,90.37719,,,,4.151520536,0.9037719,,,,4.412976977,0.9153389
2410.685,90.21477,,,,4.148198541,0.9021477,,,,4.416736782,0.9160215
2412.614,90.03806,,,,4.144881858,0.9003806,,,,4.420501046,0.9162182
2414.542,89.88311,,,,4.141572191,0.8988311,,,,4.424273689,0.91608
2416.471,89.78458,,,,4.138266091,0.8978458,,,,4.428050816,0.9157741
2418.399,89.76739,,,,4.134966976,0.8976739,,,,4.431836362,0.9152914
2420.328,89.81791,,,,4.13167141,0.8981791,,,,4.435626419,0.9148222
2422.256,89.92812,,,,4.128382797,0.8992812,,,,4.439424935,0.9142834
2424.185,90.04919,,,,4.125097713,0.9004919,,,,4.443229962,0.913597
2426.113,90.14227,,,,4.121819553,0.9014227,,,,4.447039539,0.9129275
2428.042,90.22211,,,,4.118544902,0.9022211,,,,4.450857636,0.9124626
2429.97,90.30212,,,,4.115277143,0.9030212,,,,4.45468031,0.9121155
2431.899,90.38297,,,,4.112012876,0.9038297,,,,4.458511544,0.9122349
2433.828,90.45578,,,,4.108753782,0.9045578,,,,4.462347382,0.9135493
2435.756,90.55008,,,,4.105501536,0.9055008,,,,4.466191821,0.9159999
2437.685,90.66079,,,,4.102252752,0.9066079,,,,4.470040892,0.9189307
2439.613,90.76218,,,,4.099010786,0.9076218,,,,4.473898604,0.9217242
2441.542,90.85419,,,,4.095772262,0.9085419,,,,4.477760976,0.9239829
2443.47,90.94034,,,,4.092540526,0.9094034,,,,4.481632031,0.9255621
2445.399,91.00008,,,,4.089312214,0.9100008,,,,4.485509785,0.926607
2447.327,91.05147,,,,4.086090661,0.9105147,,,,4.48939224,0.9273275
2449.256,91.10921,,,,4.082872513,0.9110921,,,,4.49328344,0.9276785
2451.185,91.16143,,,,4.07965943,0.9116143,,,,4.497179369,0.9281297
2453.113,91.19358,,,,4.076453062,0.9119358,,,,4.501084086,0.92882
2455.042,91.21531,,,,4.073250071,0.9121531,,,,4.50499356,0.9296521
2456.97,91.21957,,,,4.070053765,0.9121957,,,,4.508911864,0.9306437
2458.899,91.20842,,,,4.066860819,0.9120842,,,,4.512834954,0.9316457
2460.827,91.17378,,,,4.063674529,0.9117378,,,,4.516766916,0.9323418
2462.756,91.12212,,,,4.060491579,0.9112212,,,,4.520705736,0.932691
2464.684,91.03486,,,,4.057315258,0.9103486,,,,4.524649385,0.932941
2466.613,90.87498,,,,4.054142259,0.9087498,,,,4.52859992,0.933042
2468.542,90.62327,,,,4.050974219,0.9062327,,,,4.532559414,0.9326304
2470.47,90.26866,,,,4.047812764,0.9026866,,,,4.536525838,0.9319444
2472.398,89.90169,,,,4.044656241,0.8990169,,,,4.540497148,0.931133
2474.327,89.71376,,,,4.041503003,0.8971376,,,,4.544477483,0.9302854
2476.256,89.68297,,,,4.038354677,0.8968297,,,,4.548462733,0.9293824
2478.184,89.65055,,,,4.035212882,0.8965055,,,,4.552457052,0.9284032
2480.113,89.60026,,,,4.032074345,0.8960026,,,,4.556456316,0.9272952
2482.041,89.53352,,,,4.02894231,0.8953352,,,,4.560464693,0.9263332
2483.97,89.44201,,,,4.025813516,0.8944201,,,,4.564478045,0.9255238
2485.898,89.34734,,,,4.022691197,0.8934734,,,,4.568500554,0.9246027
2487.827,89.23891,,,,4.0195721,0.8923891,,,,4.572530159,0.9237975
2489.755,89.12234,,,,4.016459451,0.8912234,,,,4.576564785,0.9233015
2491.684,89.01865,,,,4.013350007,0.8901865,,,,4.580608635,0.9229398
2493.613,88.93111,,,,4.010245375,0.8893111,,,,4.584657535,0.9226839
2495.541,88.84635,,,,4.007147148,0.8884635,,,,4.588715706,0.9227043
2497.47,88.77007,,,,4.004052101,0.8877007,,,,4.592778957,0.9229777
2499.398,88.71349,,,,4.000963432,0.8871349,,,,4.596851524,0.9233733
2501.327,88.66917,,,,3.997877926,0.8866917,,,,4.600929204,0.923968
2503.255,88.5998,,,,3.994798772,0.885998,,,,4.605016244,0.9245648
2505.184,88.50967,,,,3.991722764,0.8850967,,,,4.609110552,0.9251089
2507.112,88.4165,,,,3.98865308,0.884165,,,,4.613210019,0.9256936
2509.041,88.3084,,,,3.985586525,0.883084,,,,4.617318917,0.926244
2510.969,88.17931,,,,3.982526268,0.8817931,,,,4.621433005,0.9267386
2512.898,88.02008,,,,3.979469123,0.8802008,,,,4.62555657,0.9270832
2514.827,87.83096,,,,3.976416668,0.8783096,,,,4.629685357,0.9271082
2516.755,87.59597,,,,3.973370471,0.8759597,,,,4.633823669,0.9270448
2518.684,87.2998,,,,3.970327361,0.872998,,,,4.637967235,0.9269969
2520.612,86.91626,,,,3.967290483,0.8691626,,,,4.642120372,0.9268445
2522.541,86.50045,,,,3.964256676,0.8650045,,,,4.646278795,0.9267608
2524.469,86.12769,,,,3.961229074,0.8612769,,,,4.650446838,0.9268049
2526.398,85.84754,,,,3.958204527,0.8584754,,,,4.654622366,0.927165
2528.326,85.71658,,,,3.955186159,0.8571658,,,,4.658803228,0.9278918
2530.255,85.71613,,,,3.952170829,0.8571613,,,,4.662993782,0.9286702
2532.184,85.77947,,,,3.949160093,0.8577947,,,,4.667189703,0.9295617
2534.112,85.85498,,,,3.946155497,0.8585498,,,,4.671395364,0.930466
2536.041,85.90852,,,,3.943153916,0.8590852,,,,4.675606426,0.9313033
2537.969,85.87267,,,,3.94015845,0.8587267,,,,4.679827277,0.9321635
2539.898,85.69946,,,,3.937165981,0.8569946,,,,4.684053561,0.9329692
2541.826,85.36617,,,,3.934179602,0.8536617,,,,4.688289684,0.9334606
2543.755,84.91736,,,,3.931196204,0.8491736,,,,4.692533475,0.9336966
2545.683,84.4387,,,,3.928218871,0.844387,,,,4.696782751,0.9339317
2547.612,84.04375,,,,3.925244503,0.8404375,,,,4.701041939,0.9339964
2549.541,83.80244,,,,3.922274637,0.8380244,,,,4.705306645,0.9339698
2551.469,83.67144,,,,3.919310797,0.8367144,,,,4.709581314,0.9339735
2553.397,83.55357,,,,3.916351433,0.8355357,,,,4.713861534,0.9340977
2555.326,83.42627,,,,3.913395003,0.8342627,,,,4.718151768,0.9342907
2557.255,83.29311,,,,3.910443034,0.8329311,,,,4.722447588,0.9344827
2559.183,83.14781,,,,3.907497041,0.8314781,,,,4.726753472,0.9346662
2561.112,82.98074,,,,3.904553959,0.8298074,,,,4.731067215,0.9349541
2563.04,82.79884,,,,3.90161683,0.8279884,,,,4.735386597,0.9354223
2564.969,82.58631,,,,3.898682596,0.8258631,,,,4.739713873,0.9360557
2566.897,82.32632,,,,3.89575429,0.8232632,,,,4.744051315,0.9366175
2568.826,82.03215,,,,3.892828864,0.8203215,,,,4.748396704,0.9371172
2570.754,81.71043,,,,3.889909342,0.8171043,,,,4.752747801,0.9379282
2572.683,81.36124,,,,3.886992684,0.8136124,,,,4.757109143,0.9387795
2574.612,80.99165,,,,3.884080397,0.8099165,,,,4.761476229,0.9394064
2576.54,80.59895,,,,3.881173978,0.8059895,,,,4.765853612,0.9402369
2578.469,80.19254,,,,3.8782704,0.8019254,,,,4.770236775,0.9412502
2580.397,79.79029,,,,3.875372666,0.7979029,,,,4.774630288,0.9419543
2582.326,79.40781,,,,3.872477758,0.7940781,,,,4.779029618,0.9423671
2584.254,79.04128,,,,3.86958867,0.7904128,,,,4.78343935,0.9427214
2586.183,78.68964,,,,3.866702395,0.7868964,,,,4.787857228,0.9429314
2588.111,78.32297,,,,3.863821915,0.7832297,,,,4.792280977,0.9429347
2590.04,77.91179,,,,3.860944233,0.7791179,,,,4.796715209,0.9428467
2591.969,77.48396,,,,3.858070833,0.7748396,,,,4.80115535,0.9425247
2593.897,77.06228,,,,3.855203194,0.7706228,,,,4.805606028,0.9419411
2595.826,76.65414,,,,3.852338331,0.7665414,,,,4.810062651,0.9412368
2597.754,76.27163,,,,3.849479204,0.7627163,,,,4.814529866,0.9403072
2599.683,75.90961,,,,3.846622838,0.7590961,,,,4.819003064,0.9391721
2601.611,75.51861,,,,3.843772186,0.7551861,,,,4.823486908,0.937857
2603.54,75.07903,,,,3.84092428,0.7507903,,,,4.827979105,0.9365054
2605.468,74.60896,,,,3.838082064,0.7460896,,,,4.832477341,0.9350358
2607.397,74.09359,,,,3.835242581,0.7409359,,,,4.836986306,0.933568
2609.325,73.55123,,,,3.832408765,0.7355123,,,,4.84150135,0.9320574
2611.254,73.01173,,,,3.829577667,0.7301173,,,,4.846027178,0.9302736
2613.183,72.46918,,,,3.826750748,0.7246918,,,,4.850559124,0.9286509
2615.111,71.91364,,,,3.823929462,0.7191364,,,,4.855101911,0.9271434
2617.04,71.35077,,,,3.821110873,0.7135077,,,,4.859650854,0.9256223
2618.968,70.79772,,,,3.818297894,0.7079772,,,,4.864210694,0.9243065
2620.897,70.25325,,,,3.815487598,0.7025325,,,,4.86877673,0.923101
2622.825,69.70682,,,,3.81268289,0.6970682,,,,4.87335372,0.9219771
2624.754,69.13402,,,,3.80988085,0.6913402,,,,4.877939324,0.9209005
2626.682,68.5247,,,,3.807084375,0.685247,,,,4.882531182,0.9198277
2628.611,67.89436,,,,3.804290555,0.6789436,,,,4.887134082,0.9189063
2630.54,67.2822,,,,3.801500833,0.672822,,,,4.891743275,0.9180529
2632.468,66.75921,,,,3.798716642,0.6675921,,,,4.896363569,0.9171529
2634.396,66.3916,,,,3.795936526,0.663916,,,,4.900990196,0.9162357
2636.325,66.22517,,,,3.793159038,0.6622517,,,,4.905627982,0.9153333
2638.254,66.22316,,,,3.790385611,0.6622316,,,,4.910272142,0.9143332
2640.182,66.30162,,,,3.787617672,0.6630162,,,,4.91492752,0.9132046
2642.111,66.37901,,,,3.78485234,0.6637901,,,,4.919589313,0.9120911
2644.039,66.44533,,,,3.782092473,0.6644533,,,,4.924262382,0.9107229
2645.968,66.45895,,,,3.7793352,0.6645895,,,,4.928941909,0.909006
2647.896,66.36842,,,,3.77658337,0.6636842,,,,4.933632772,0.9068
2649.825,66.16324,,,,3.773834121,0.6616324,,,,4.938332572,0.904149
2651.753,65.86806,,,,3.771090294,0.6586806,,,,4.943038891,0.9012183
2653.682,65.54648,,,,3.768349034,0.6554648,,,,4.947756638,0.8986469
2655.611,65.23992,,,,3.765611756,0.6523992,,,,4.952480945,0.8975597
2657.539,64.96107,,,,3.762879867,0.6496107,,,,4.957216741,0.8989755
2659.468,64.73128,,,,3.760150526,0.6473128,,,,4.96195914,0.9036676
2661.396,64.58082,,,,3.757426554,0.6458082,,,,4.966713089,0.9109869
2663.325,64.5125,,,,3.754705115,0.645125,,,,4.971473684,0.9184297
2665.253,64.49873,,,,3.751989023,0.6449873,,,,4.97624589,0.9244118
2667.182,64.54935,,,,3.749275453,0.6454935,,,,4.981024786,0.9286901
2669.11,64.66954,,,,3.746567208,0.6466954,,,,4.985815355,0.931643
2671.039,64.84709,,,,3.743861471,0.6484709,,,,4.990615148,0.9337283
2672.968,65.05886,,,,3.74115964,0.6505886,,,,4.995421696,0.9350251
2674.896,65.27912,,,,3.738463103,0.6527912,,,,5.000240012,0.9356655
2676.825,65.50329,,,,3.735769055,0.6550329,,,,5.005065126,0.9360757
2678.753,65.73547,,,,3.73308028,0.6573547,,,,5.009902071,0.9363015
2680.682,65.96491,,,,3.730393982,0.6596491,,,,5.01474586,0.9364934
2682.61,66.19056,,,,3.727712936,0.6619056,,,,5.019601544,0.9366409
