Wavenumber,Transmissivity,,,,,,,,,wavelength,trans
1332.627,78.77679,,,,7.503975231,0.7877679,,,,2.992064447,0.9160117
1334.555,77.99242,,,,7.493134416,0.7799242,,,,2.993792372,0.9164964
1336.484,76.79832,,,,7.48231928,0.7679832,,,,2.995521396,0.9171136
1338.412,75.33365,,,,7.471540901,0.7533365,,,,2.997253317,0.9176346
1340.341,73.86134,,,,7.460787964,0.7386134,,,,2.998987242,0.9178847
1342.269,72.38277,,,,7.450071483,0.7238277,,,,3.000722274,0.9179781
1344.198,70.75409,,,,7.43938021,0.7075409,,,,3.002460216,0.9182823
1346.126,68.80135,,,,7.428725097,0.6880135,,,,3.00419927,0.9187343
1348.055,66.59972,,,,7.418094959,0.6659972,,,,3.005941243,0.9190443
1349.984,64.42931,,,,7.4074952,0.6442931,,,,3.007684333,0.919276
1351.912,62.7225,,,,7.396931161,0.627225,,,,3.009430351,0.9194768
1353.841,61.57335,,,,7.386391755,0.6157335,,,,3.011177491,0.9194138
1355.769,60.53931,,,,7.37588778,0.6053931,,,,3.012927568,0.9193568
1357.698,59.42569,,,,7.365408213,0.5942569,,,,3.014678772,0.9194415
1359.626,58.63713,,,,7.354963792,0.5863713,,,,3.016432923,0.9194753
1361.555,58.10359,,,,7.344543555,0.5810359,,,,3.018189117,0.919574
1363.483,57.0324,,,,7.334158182,0.570324,,,,3.019946444,0.9197755
1365.412,55.1805,,,,7.323796773,0.551805,,,,3.021706732,0.9200584
1367.341,53.0348,,,,7.3134646,0.530348,,,,3.02346816,0.9204954
1369.269,50.87883,,,,7.303166872,0.5087883,,,,3.025232557,0.9207601
1371.198,47.77651,,,,7.292892784,0.4777651,,,,3.026998099,0.920603
1373.126,41.72927,,,,7.282652867,0.4172927,,,,3.02876662,0.9203049
1375.055,33.4613,,,,7.272436375,0.334613,,,,3.03053629,0.9203649
1376.983,29.67346,,,,7.262253782,0.2967346,,,,3.032308949,0.9206967
1378.912,34.75778,,,,7.252094405,0.3475778,,,,3.034083682,0.9209738
1380.84,46.71898,,,,7.241968657,0.4671898,,,,3.035859573,0.9210098
1382.769,60.21078,,,,7.231865915,0.6021078,,,,3.037638467,0.9210986
1384.698,70.18211,,,,7.221791322,0.7018211,,,,3.039418523,0.9210784
1386.626,75.93011,,,,7.21174996,0.7593011,,,,3.041201591,0.9210603
1388.555,78.9758,,,,7.201731296,0.789758,,,,3.042985826,0.9213414
1390.483,80.52389,,,,7.191745602,0.8052389,,,,3.044773084,0.9214765
1392.412,81.40446,,,,7.181782403,0.8140446,,,,3.046561514,0.9210986
1394.34,82.07506,,,,7.171851916,0.8207506,,,,3.048352975,0.9210191
1396.269,82.36095,,,,7.161943723,0.8236095,,,,3.050146544,0.9213129
1398.197,82.50301,,,,7.152067985,0.8250301,,,,3.051941294,0.921328
1400.126,82.47846,,,,7.142214344,0.8247846,,,,3.053738157,0.9211817
1402.054,82.38415,,,,7.132392904,0.8238415,,,,3.055538071,0.9211368
1403.983,82.28446,,,,7.122593365,0.8228446,,,,3.057340108,0.9211515
1405.911,82.16718,,,,7.112825776,0.8216718,,,,3.059143336,0.9207972
1407.84,81.85631,,,,7.103079895,0.8185631,,,,3.060949629,0.9205798
1409.769,81.56714,,,,7.093360685,0.8156714,,,,3.062757118,0.920537
1411.697,81.15189,,,,7.083673054,0.8115189,,,,3.064567683,0.9203882
1413.626,80.69094,,,,7.074006845,0.8069094,,,,3.066379449,0.9199931
1415.554,80.13135,,,,7.06437197,0.8013135,,,,3.0681943,0.9197301
1417.483,79.57977,,,,7.054758329,0.7957977,,,,3.070010358,0.9198454
1419.411,78.56767,,,,7.045175781,0.7856767,,,,3.071829511,0.9197088
1421.34,76.98755,,,,7.035614279,0.7698755,,,,3.073650821,0.9194262
1423.268,74.86971,,,,7.026083633,0.7486971,,,,3.075473346,0.9191331
1425.197,71.91714,,,,7.016573849,0.7191714,,,,3.077298981,0.9188062
1427.125,67.8459,,,,7.007094683,0.678459,,,,3.079125836,0.9186172
1429.054,62.69146,,,,6.997636198,0.6269146,,,,3.080955811,0.9184587
1430.983,56.32203,,,,6.988203214,0.5632203,,,,3.082787012,0.9181614
1432.911,49.75568,,,,6.978800498,0.4975568,,,,3.084621343,0.9179885
1434.84,44.23045,,,,6.969418193,0.4423045,,,,3.086456905,0.9177868
1436.768,40.13951,,,,6.960065926,0.4013951,,,,3.088295607,0.9174842
1438.697,36.97315,,,,6.950733893,0.3697315,,,,3.090135546,0.9172175
1440.625,34.26215,,,,6.94143167,0.3426215,,,,3.091978634,0.9169904
1442.554,31.43077,,,,6.932149507,0.3143077,,,,3.093823923,0.9166058
1444.482,28.56541,,,,6.922896928,0.2856541,,,,3.095670457,0.915991
1446.411,25.42293,,,,6.913664235,0.2542293,,,,3.097520156,0.9151273
1448.34,21.91637,,,,6.904456136,0.2191637,,,,3.099371107,0.9142861
1450.268,18.1753,,,,6.895277287,0.181753,,,,3.101225232,0.9136443
1452.197,14.09904,,,,6.886118068,0.1409904,,,,3.103080614,0.9129273
1454.125,10.09854,,,,6.876987879,0.1009854,,,,3.104939182,0.9121029
1456.054,7.03148,,,,6.867877153,0.0703148,,,,3.106799012,0.9111985
1457.982,4.72471,,,,6.858795239,0.0472471,,,,3.108662038,0.9103964
1459.911,2.74882,,,,6.849732621,0.0274882,,,,3.1105273,0.9095307
1461.839,1.26613,,,,6.8406986,0.0126613,,,,3.112393832,0.9084272
1463.768,0.78845,,,,6.831683709,0.0078845,,,,3.114263576,0.9072046
1465.697,1.06775,,,,6.822692548,0.0106775,,,,3.116134597,0.9060567
1467.625,1.49556,,,,6.813729665,0.0149556,,,,3.11800884,0.9050936
1469.554,1.8744,,,,6.80478567,0.018744,,,,3.119884365,0.9041148
1471.482,1.59162,,,,6.795869742,0.0159162,,,,3.121763122,0.9031255
1473.411,3.50718,,,,6.786972542,0.0350718,,,,3.123643167,0.9022764
1475.339,14.13524,,,,6.778103202,0.1413524,,,,3.125526456,0.901428
1477.268,31.89615,,,,6.769252431,0.3189615,,,,3.127412017,0.9005123
1479.196,46.81551,,,,6.760429314,0.4681551,,,,3.129298874,0.8995914
1481.125,56.56305,,,,6.75162461,0.5656305,,,,3.13118801,0.8987198
1483.053,62.74153,,,,6.742847356,0.6274153,,,,3.13308041,0.8981017
1484.982,66.95547,,,,6.734088359,0.6695547,,,,3.134975099,0.8975823
1486.911,70.00739,,,,6.725352089,0.7000739,,,,3.136871097,0.8971849
1488.839,72.51025,,,,6.716642968,0.7251025,,,,3.138770374,0.8969043
1490.768,74.33773,,,,6.707951874,0.7433773,,,,3.140670967,0.8968309
1492.696,75.7949,,,,6.699287732,0.757949,,,,3.14257485,0.8966744
1494.625,77.06831,,,,6.690641465,0.7706831,,,,3.144480054,0.8963123
1496.553,78.6453,,,,6.682021953,0.786453,,,,3.146388559,0.895808
1498.482,79.89008,,,,6.673420168,0.7989008,,,,3.148298392,0.8952953
1500.41,81.00214,,,,6.664844942,0.8100214,,,,3.150211537,0.8949608
1502.339,81.94518,,,,6.656287296,0.8194518,,,,3.152127008,0.8947417
1504.267,83.09315,,,,6.647756017,0.8309315,,,,3.154043815,0.8944199
1506.196,84.4341,,,,6.63924217,0.844341,,,,3.155963951,0.8939619
1508.125,85.28904,,,,6.630750104,0.8528904,,,,3.157885429,0.8931924
1510.053,85.46991,,,,6.622284119,0.8546991,,,,3.159810247,0.8924437
1511.982,85.87145,,,,6.61383535,0.8587145,,,,3.161736413,0.891784
1513.91,86.25089,,,,6.605412475,0.8625089,,,,3.16366593,0.8909286
1515.839,86.75555,,,,6.597006674,0.8675555,,,,3.1655968,0.8901673
1517.767,87.12495,,,,6.588626581,0.8712495,,,,3.167531033,0.8893639
1519.696,87.48745,,,,6.580263421,0.8748745,,,,3.169467631,0.888592
1521.624,87.81223,,,,6.571925785,0.8781223,,,,3.171405592,0.8877414
1523.553,87.84399,,,,6.563604942,0.8784399,,,,3.173345925,0.886631
1525.481,87.8126,,,,6.55530944,0.878126,,,,3.175289642,0.8854958
1527.41,87.84837,,,,6.547030594,0.8784837,,,,3.177235741,0.8844978
1529.339,87.7304,,,,6.538772633,0.877304,,,,3.179183217,0.8835529
1531.267,87.75204,,,,6.530539743,0.8775204,,,,3.181134093,0.8825783
1533.196,87.76677,,,,6.522323304,0.8776677,,,,3.183086352,0.8816702
1535.124,87.52756,,,,6.514131757,0.8752756,,,,3.185042023,0.8808998
1537.053,87.29303,,,,6.505956528,0.8729303,,,,3.186999083,0.8800064
1538.981,87.63548,,,,6.497806016,0.8763548,,,,3.188959567,0.8789
1540.91,87.91329,,,,6.489671688,0.8791329,,,,3.190921446,0.877878
1542.838,88.04858,,,,6.481561901,0.8804858,,,,3.192886759,0.8771124
1544.767,88.25003,,,,6.473468167,0.8825003,,,,3.194854495,0.8761861
1546.696,88.52674,,,,6.465394622,0.8852674,,,,3.196823636,0.8749089
1548.624,88.81405,,,,6.457345359,0.8881405,,,,3.198796229,0.873637
1550.553,89.19073,,,,6.449311955,0.8919073,,,,3.200770233,0.8723601
1552.481,89.45525,,,,6.441302663,0.8945525,,,,3.202747701,0.8709943
1554.41,89.84657,,,,6.433309101,0.8984657,,,,3.204726587,0.8697514
1556.338,90.18208,,,,6.425339483,0.9018208,,,,3.206708948,0.8680862
1558.267,90.86271,,,,6.417385467,0.9086271,,,,3.208692734,0.8658588
1560.195,90.96978,,,,6.409455228,0.9096978,,,,3.210680006,0.863218
1562.124,90.48711,,,,6.401540467,0.9048711,,,,3.212668709,0.8604609
1564.052,90.32177,,,,6.393649316,0.9032177,,,,3.214660911,0.8574352
1565.981,90.32546,,,,6.385773518,0.9032546,,,,3.216655585,0.8542773
1567.91,90.30398,,,,6.3779171,0.9030398,,,,3.2186517,0.8505256
1569.838,90.31461,,,,6.370084047,0.9031461,,,,3.220651332,0.8460428
1571.767,89.96382,,,,6.362266163,0.8996382,,,,3.222652411,0.8413103
1573.695,89.7566,,,,6.354471483,0.897566,,,,3.224657017,0.8358427
1575.624,89.8278,,,,6.34669185,0.898278,,,,3.226663079,0.8290787
1577.552,89.73534,,,,6.338935262,0.8973534,,,,3.22867268,0.8213947
1579.481,89.52289,,,,6.331193601,0.8952289,,,,3.230683742,0.8131898
1581.409,89.60138,,,,6.323474825,0.8960138,,,,3.232698356,0.8047925
1583.338,89.69204,,,,6.315770859,0.8969204,,,,3.234715484,0.7966661
1585.266,89.79184,,,,6.30808962,0.8979184,,,,3.236734084,0.7891998
1587.195,89.82487,,,,6.300423073,0.8982487,,,,3.238756253,0.78275
1589.124,89.87583,,,,6.292775139,0.8987583,,,,3.2407799,0.7774774
1591.052,89.90524,,,,6.2851497,0.8990524,,,,3.24280713,0.7730279
1592.981,89.98254,,,,6.277538778,0.8998254,,,,3.244835844,0.7692426
1594.909,90.01624,,,,6.269950198,0.9001624,,,,3.246868152,0.7658508
1596.838,90.03229,,,,6.262376021,0.9003229,,,,3.248901952,0.7623328
1598.766,90.01762,,,,6.254824033,0.9001762,,,,3.250939359,0.7588568
1600.695,90.07559,,,,6.247286335,0.9007559,,,,3.252979322,0.7556908
1602.623,90.11896,,,,6.239770676,0.9011896,,,,3.255020788,0.7525375
1604.552,90.18962,,,,6.232269194,0.9018962,,,,3.257064818,0.749399
1606.48,90.26491,,,,6.224789602,0.9026491,,,,3.259112478,0.7460598
1608.409,90.38433,,,,6.217324076,0.9038433,,,,3.261162715,0.7422773
1610.338,90.44329,,,,6.209876436,0.9044329,,,,3.263214469,0.7378179
1612.266,90.53513,,,,6.202450464,0.9053513,,,,3.265269871,0.7331743
1614.195,90.70897,,,,6.195038394,0.9070897,,,,3.267326797,0.7283618
1616.123,91.07793,,,,6.187647846,0.9107793,,,,3.269387385,0.7232629
1618.052,91.14898,,,,6.180271091,0.9114898,,,,3.271449504,0.7180473
1619.98,91.05316,,,,6.172915715,0.9105316,,,,3.273515297,0.7124171
1621.909,91.19533,,,,6.165574024,0.9119533,,,,3.275582628,0.7063275
1623.837,91.40237,,,,6.158253569,0.9140237,,,,3.277653646,0.6999648
1625.766,91.41393,,,,6.150946692,0.9141393,,,,3.279727284,0.693118
1627.695,91.47809,,,,6.143657135,0.9147809,,,,3.281802471,0.6859845
1629.623,91.44624,,,,6.1363886,0.9144624,,,,3.283881364,0.6785115
1631.552,91.43237,,,,6.129133488,0.9143237,,,,3.285961813,0.6704346
1633.48,91.66844,,,,6.121899258,0.9166844,,,,3.28804598,0.6619225
1635.409,92.07903,,,,6.114678347,0.9207903,,,,3.290131711,0.6532455
1637.337,91.93925,,,,6.10747818,0.9193925,,,,3.292221173,0.644509
1639.266,91.60336,,,,6.100291228,0.9160336,,,,3.294312205,0.6361357
1641.194,91.501,,,,6.093124883,0.91501,,,,3.296406982,0.6281237
1643.123,91.65287,,,,6.085971653,0.9165287,,,,3.298504425,0.6202639
1645.052,92.0715,,,,6.078835198,0.920715,,,,3.300603449,0.6124955
1646.98,92.44746,,,,6.071719147,0.9244746,,,,3.302706237,0.6050454
1648.909,92.32009,,,,6.064616058,0.9232009,,,,3.304810615,0.5978967
1650.837,92.38593,,,,6.057533239,0.9238593,,,,3.306918769,0.5906145
1652.766,92.97318,,,,6.050463284,0.9297318,,,,3.309028519,0.5831892
1654.694,92.81718,,,,6.043413465,0.9281718,,,,3.311142059,0.575845
1656.623,92.25495,,,,6.036376412,0.9225495,,,,3.313257204,0.56827
1658.551,92.09458,,,,6.029359362,0.9209458,,,,3.315376151,0.5606223
1660.48,92.11247,,,,6.022354982,0.9211247,,,,3.31749671,0.5526571
1662.408,92.2575,,,,6.015370475,0.922575,,,,3.319621085,0.543969
1664.337,92.24297,,,,6.008398539,0.9224297,,,,3.321748183,0.5342911
1666.266,92.21819,,,,6.001442747,0.9221819,,,,3.323876904,0.5238562
1668.194,92.4591,,,,5.994506634,0.924591,,,,3.326009461,0.5130598
1670.123,92.70444,,,,5.98758295,0.9270444,,,,3.328143648,0.5017836
1672.051,92.68297,,,,5.980678819,0.9268297,,,,3.330281685,0.489502
1673.98,92.84401,,,,5.973787023,0.9284401,,,,3.332421361,0.4763297
1675.908,93.07459,,,,5.966914652,0.9307459,,,,3.334564899,0.4622788
1677.837,93.02911,,,,5.960054523,0.9302911,,,,3.336710084,0.4469819
1679.765,93.11782,,,,5.953213694,0.9311782,,,,3.338859145,0.4301645
1681.694,93.42813,,,,5.946385014,0.9342813,,,,3.341010977,0.4119527
1683.622,93.95918,,,,5.93957551,0.9395918,,,,3.343164466,0.3916753
1685.551,94.09264,,,,5.932778065,0.9409264,,,,3.345320733,0.369192
1687.479,93.83469,,,,5.925999672,0.9383469,,,,3.347480903,0.3442207
1689.408,93.82328,,,,5.919233246,0.9382328,,,,3.349643866,0.3166672
1691.337,93.8162,,,,5.912482255,0.938162,,,,3.351808502,0.2863969
1693.265,93.87657,,,,5.905750134,0.9387657,,,,3.353977062,0.2533042
1695.194,94.16417,,,,5.899029846,0.9416417,,,,3.356147304,0.2175495
1697.122,94.23634,,,,5.892328306,0.9423634,,,,3.358321484,0.1798287
1699.051,94.32302,,,,5.885638512,0.9432302,,,,3.360497354,0.1417587
1700.979,94.46075,,,,5.878967348,0.9446075,,,,3.362677175,0.1053623
1702.908,94.00114,,,,5.87230784,0.9400114,,,,3.364858694,0.0729289
1704.836,93.82329,,,,5.865666844,0.9382329,,,,3.36704418,0.0470615
1706.765,93.63619,,,,5.859037419,0.9363619,,,,3.369232506,0.0285855
1708.694,93.32707,,,,5.852422962,0.9332707,,,,3.371422541,0.0169243
1710.622,93.0976,,,,5.84582684,0.930976,,,,3.373616564,0.0102802
1712.551,93.03077,,,,5.83924216,0.9303077,,,,3.375812305,0.0069618
1714.479,93.18108,,,,5.832675699,0.9318108,,,,3.378012047,0.0055309
1716.408,93.48734,,,,5.826120596,0.9348734,,,,3.380213515,0.0050396
1718.336,93.63054,,,,5.819583597,0.9363054,,,,3.382418998,0.0046805
1720.265,93.37216,,,,5.813057872,0.9337216,,,,3.384626215,0.004403
1722.193,93.18375,,,,5.806550137,0.9318375,,,,3.386837463,0.0040995
1724.122,93.16975,,,,5.800053592,0.9316975,,,,3.389051601,0.0037923
1726.051,93.13255,,,,5.793571569,0.9313255,,,,3.391267486,0.0035645
1727.979,93.13647,,,,5.787107366,0.9313647,,,,3.393487423,0.003411
1729.908,93.15414,,,,5.780654231,0.9315414,,,,3.395709114,0.0032073
1731.836,93.24192,,,,5.774218806,0.9324192,,,,3.397934871,0.0031026
1733.765,93.47816,,,,5.767794367,0.9347816,,,,3.400162392,0.0029339
1735.693,93.24639,,,,5.761387526,0.9324639,,,,3.402393992,0.0027885
1737.622,92.83087,,,,5.754991592,0.9283087,,,,3.404627365,0.0026734
1739.55,92.79636,,,,5.748613147,0.9279636,,,,3.406864833,0.0027731
1741.479,92.78127,,,,5.742245528,0.9278127,,,,3.409104081,0.0028607
1743.407,92.87134,,,,5.73589529,0.9287134,,,,3.411347438,0.0029717
1745.336,93.07631,,,,5.729555799,0.9307631,,,,3.41359375,0.0030593
1747.265,93.38563,,,,5.723230306,0.9338563,,,,3.415841855,0.0030351
1749.193,93.73893,,,,5.716922032,0.9373893,,,,3.418094091,0.002926
1751.122,94.06286,,,,5.710624388,0.9406286,,,,3.42034813,0.0030654
1753.05,94.16753,,,,5.704343858,0.9416753,,,,3.422606315,0.0030988
1754.979,94.29179,,,,5.69807388,0.9429179,,,,3.42486631,0.0030207
1756.907,94.54443,,,,5.69182091,0.9454443,,,,3.427130467,0.0030914
1758.836,94.66491,,,,5.685578417,0.9466491,,,,3.429396443,0.0031112
1760.764,94.81269,,,,5.679352826,0.9481269,,,,3.431666596,0.0029057
1762.693,94.91783,,,,5.673137637,0.9491783,,,,3.433939756,0.0028224
1764.621,94.82513,,,,5.666939246,0.9482513,,,,3.436214748,0.0027575
1766.55,94.85596,,,,5.660751182,0.9485596,,,,3.43849394,0.0029122
1768.479,94.93402,,,,5.654576616,0.9493402,,,,3.440774973,0.0030731
1770.407,95.00449,,,,5.648418697,0.9500449,,,,3.443060219,0.0030421
1772.336,95.10835,,,,5.642270992,0.9510835,,,,3.445347317,0.0029169
1774.264,94.92818,,,,5.63613983,0.9492818,,,,3.447638643,0.0028855
1776.193,94.68934,,,,5.63001881,0.9468934,,,,3.449931829,0.0028789
1778.121,94.57827,,,,5.623914233,0.9457827,,,,3.45222926,0.002879
1780.05,94.51516,,,,5.617819724,0.9451516,,,,3.454529752,0.0028407
1781.978,94.42616,,,,5.611741559,0.9442616,,,,3.456832118,0.0028797
1783.907,94.32357,,,,5.60567339,0.9432357,,,,3.459137554,0.0029168
1785.835,94.251,,,,5.599621466,0.94251,,,,3.461447266,0.0028731
1787.764,94.14678,,,,5.593579466,0.9414678,,,,3.463760064,0.0028212
1789.693,94.17263,,,,5.587550491,0.9417263,,,,3.466074754,0.0029501
1791.621,94.30233,,,,5.581537613,0.9430233,,,,3.468393742,0.0031342
1793.55,94.27549,,,,5.575534554,0.9427549,,,,3.470714631,0.0034344
1795.478,94.11695,,,,5.569547497,0.9411695,,,,3.473039834,0.0037398
1797.407,94.10001,,,,5.563570187,0.9410001,,,,3.475366947,0.0040563
1799.335,94.16792,,,,5.557608783,0.9416792,,,,3.47769839,0.0044009
1801.264,94.23306,,,,5.551657059,0.9423306,,,,3.480031752,0.004538
1803.192,94.20719,,,,5.545721143,0.9420719,,,,3.48236946,0.004252
1805.121,94.22247,,,,5.539794839,0.9422247,,,,3.484710311,0.0038535
1807.049,94.27406,,,,5.53388425,0.9427406,,,,3.487053095,0.0034549
1808.978,94.36008,,,,5.527983204,0.9436008,,,,3.489400249,0.003079
1810.907,94.42177,,,,5.522094729,0.9442177,,,,3.491749345,0.0026915
1812.835,94.42798,,,,5.516221829,0.9442798,,,,3.494102828,0.0024872
1814.764,94.40337,,,,5.510358372,0.9440337,,,,3.496458263,0.0023599
1816.692,94.43565,,,,5.504510396,0.9443565,,,,3.498818099,0.002232
1818.621,94.4715,,,,5.498671796,0.944715,,,,3.501179898,0.0021049
1820.549,94.55471,,,,5.492848586,0.9455471,,,,3.503546114,0.0019647
1822.478,94.71352,,,,5.487034686,0.9471352,,,,3.505914302,0.001912
1824.406,94.9785,,,,5.481236085,0.949785,,,,3.508286925,0.0020077
1826.335,95.14705,,,,5.475446728,0.9514705,,,,3.51066276,0.0019907
1828.264,95.26865,,,,5.469669588,0.9526865,,,,3.513040582,0.0018205
1830.192,95.38108,,,,5.463907612,0.9538108,,,,3.515422863,0.0015536
1832.121,95.29784,,,,5.458154783,0.9529784,,,,3.51780714,0.0016003
1834.049,95.18917,,,,5.452417029,0.9518917,,,,3.520195892,0.002323
1835.978,95.14716,,,,5.446688359,0.9514716,,,,3.522586649,0.0044666
1837.906,95.07892,,,,5.440974674,0.9507892,,,,3.524981899,0.0089044
1839.835,95.00215,,,,5.435270011,0.9500215,,,,3.527379164,0.0173984
1841.763,94.97766,,,,5.429580245,0.9497766,,,,3.529780938,0.0304866
1843.692,95.07044,,,,5.423899437,0.9507044,,,,3.532185985,0.0473206
1845.62,94.94727,,,,5.418233439,0.9494727,,,,3.534593062,0.0663911
1847.549,94.713,,,,5.412576338,0.94713,,,,3.537004673,0.0866011
1849.478,94.58265,,,,5.406931037,0.9458265,,,,3.539418325,0.1073485
1851.406,94.48545,,,,5.401300417,0.9448545,,,,3.541836527,0.1281399
1853.335,94.41298,,,,5.395678601,0.9441298,,,,3.54425678,0.1486103
1855.263,94.36116,,,,5.390071381,0.9436116,,,,3.546681601,0.168673
1857.192,94.33429,,,,5.384472903,0.9433429,,,,3.549108482,0.188237
1859.12,94.32439,,,,5.378888937,0.9432439,,,,3.551539948,0.2071862
1861.049,94.30342,,,,5.373313653,0.9430342,,,,3.553974748,0.2254014
1862.977,94.30674,,,,5.367752796,0.9430674,,,,3.556411623,0.243098
1864.906,94.34412,,,,5.362200561,0.9434412,,,,3.558851843,0.2602905
1866.834,94.45439,,,,5.356662671,0.9445439,,,,3.561296682,0.2772455
1868.763,94.56565,,,,5.351133343,0.9456565,,,,3.563744883,0.2943088
1870.692,94.54397,,,,5.345615419,0.9454397,,,,3.56619518,0.3114396
1872.62,94.48893,,,,5.340111715,0.9448893,,,,3.568650122,0.3284533
1874.549,94.5099,,,,5.334616486,0.945099,,,,3.571107172,0.3452905
1876.477,94.52856,,,,5.329135396,0.9452856,,,,3.573568884,0.3619071
1878.406,94.53566,,,,5.323662723,0.9453566,,,,3.576032714,0.3784911
1880.334,94.51265,,,,5.318204106,0.9451265,,,,3.578501223,0.3954102
1882.263,94.44765,,,,5.31275385,0.9444765,,,,3.580971861,0.4129839
1884.191,94.29379,,,,5.30731757,0.9429379,,,,3.583447197,0.4310253
1886.12,94.0611,,,,5.301889593,0.940611,,,,3.585925958,0.4489042
1888.048,93.73962,,,,5.296475513,0.9373962,,,,3.588406862,0.4663487
1889.977,93.29557,,,,5.29106968,0.9329557,,,,3.590892491,0.4830329
1891.906,92.77563,,,,5.28567487,0.9277563,,,,3.593380275,0.4985807
1893.834,92.38639,,,,5.280293838,0.9238639,,,,3.595872801,0.5130532
1895.763,92.16438,,,,5.274920968,0.9216438,,,,3.598367493,0.5263752
1897.691,92.08949,,,,5.269561799,0.9208949,,,,3.600866945,0.5384523
1899.62,92.15759,,,,5.264210737,0.9215759,,,,3.603368573,0.5494081
1901.548,92.31387,,,,5.258873297,0.9231387,,,,3.60587498,0.5592697
1903.477,92.47063,,,,5.253543909,0.9247063,,,,3.608384876,0.5680047
1905.405,92.61089,,,,5.248228067,0.9261089,,,,3.610896965,0.5757794
1907.334,92.72224,,,,5.242920223,0.9272224,,,,3.613413859,0.5827737
1909.263,92.81282,,,,5.237623104,0.9281282,,,,3.615932958,0.5892948
1911.191,92.86301,,,,5.232339416,0.9286301,,,,3.61845688,0.5954807
1913.12,92.89112,,,,5.227063645,0.9289112,,,,3.620983017,0.6015282
1915.048,92.93335,,,,5.221801229,0.9293335,,,,3.623513997,0.6074498
1916.977,93.03484,,,,5.216546677,0.9303484,,,,3.626047202,0.6127942
1918.905,93.10287,,,,5.211305406,0.9310287,,,,3.628585269,0.6174476
1920.834,93.10312,,,,5.206071946,0.9310312,,,,3.631125573,0.6214555
1922.762,93.17554,,,,5.200851691,0.9317554,,,,3.633670756,0.6245273
1924.691,93.24001,,,,5.195639196,0.9324001,,,,3.63621951,0.6264543
1926.62,93.28696,,,,5.190437139,0.9328696,,,,3.638770518,0.6269386
1928.548,93.37103,,,,5.185248176,0.9337103,,,,3.641326433,0.6263148
1930.477,93.46933,,,,5.180066895,0.9346933,,,,3.643884614,0.6252061
1932.405,93.58891,,,,5.174898637,0.9358891,,,,3.646447722,0.6239411
1934.334,93.71364,,,,5.169738008,0.9371364,,,,3.649013106,0.6225605
1936.262,93.8389,,,,5.164590329,0.938389,,,,3.651583436,0.6213779
1938.191,93.96616,,,,5.15945023,0.9396616,,,,3.654156054,0.6208266
1940.119,94.11411,,,,5.154323008,0.9411411,,,,3.656733637,0.620953
1942.048,94.28266,,,,5.149203315,0.9428266,,,,3.659314859,0.6216673
1943.976,94.39073,,,,5.144096429,0.9439073,,,,3.661898387,0.6227605
1945.905,94.43797,,,,5.138997022,0.9443797,,,,3.664485565,0.6241456
1947.833,94.50108,,,,5.133910351,0.9450108,,,,3.667077746,0.6257946
1949.762,94.55992,,,,5.128831109,0.9455992,,,,3.669673597,0.6277211
1951.691,94.59244,,,,5.123761907,0.9459244,,,,3.672271777,0.6304056
1953.619,94.60392,,,,5.118705336,0.9460392,,,,3.67487499,0.6344739
1955.548,94.60033,,,,5.113656121,0.9460033,,,,3.677480543,0.6396434
1957.476,94.56126,,,,5.108619467,0.9456126,,,,3.680091148,0.645248
1959.405,94.52735,,,,5.10359012,0.9452735,,,,3.682704107,0.6506592
1961.333,94.48409,,,,5.098573266,0.9448409,,,,3.685322136,0.6555332
1963.262,94.44643,,,,5.093563671,0.9444643,,,,3.68794253,0.6600586
1965.19,94.42085,,,,5.0885665,0.9442085,,,,3.690568015,0.6643013
1967.119,94.39853,,,,5.08357654,0.9439853,,,,3.693197241,0.6681725
1969.047,94.32791,,,,5.078598936,0.9432791,,,,3.695828851,0.6719234
1970.976,94.2393,,,,5.073628497,0.942393,,,,3.698465581,0.6754969
1972.905,94.1588,,,,5.068667777,0.941588,,,,3.701104706,0.678458
1974.833,94.08675,,,,5.063719312,0.9408675,,,,3.703748972,0.6806129
1976.762,93.99954,,,,5.058777941,0.9399954,,,,3.706395645,0.6816928
1978.69,93.91683,,,,5.053848759,0.9391683,,,,3.70904748,0.6812552
1980.619,93.84335,,,,5.048926623,0.9384335,,,,3.711701734,0.6793275
1982.547,93.77708,,,,5.044016611,0.9377708,,,,3.714361169,0.6763661
1984.476,93.71646,,,,5.0391136,0.9371646,,,,3.717024418,0.6730732
1986.404,93.68238,,,,5.034222646,0.9368238,,,,3.719690105,0.6698261
1988.333,93.66805,,,,5.029338647,0.9366805,,,,3.722361004,0.6668217
1990.262,93.66518,,,,5.024464116,0.9366518,,,,3.725034354,0.6641902
1992.19,93.66409,,,,5.019601544,0.9366409,,,,3.727712936,0.6619056
1994.119,93.64934,,,,5.01474586,0.9364934,,,,3.730393982,0.6596491
1996.047,93.63015,,,,5.009902071,0.9363015,,,,3.73308028,0.6573547
1997.976,93.60757,,,,5.005065126,0.9360757,,,,3.735769055,0.6550329
1999.904,93.56655,,,,5.000240012,0.9356655,,,,3.738463103,0.6527912
2001.833,93.50251,,,,4.995421696,0.9350251,,,,3.74115964,0.6505886
2003.761,93.37283,,,,4.990615148,0.9337283,,,,3.743861471,0.6484709
2005.69,93.1643,,,,4.985815355,0.931643,,,,3.746567208,0.6466954
2007.619,92.86901,,,,4.981024786,0.9286901,,,,3.749275453,0.6454935
